  -37.793 ,    83.672
  -37.617 ,    83.672
  -36.914 ,    83.672
  -36.738 ,    83.672
  -36.562 ,    83.672
  -36.387 ,    83.672
  -36.211 ,    83.672
  -36.035 ,    83.672
  -35.859 ,    83.672
  -35.684 ,    83.672
  -35.508 ,    83.672
  -35.332 ,    83.672
  -35.156 ,    83.672
  -34.980 ,    83.672
  -34.805 ,    83.672
  -34.629 ,    83.672
  -34.453 ,    83.672
  -34.277 ,    83.672
  -34.102 ,    83.672
  -33.926 ,    83.672
  -33.750 ,    83.672
  -33.574 ,    83.672
  -33.398 ,    83.672
  -33.223 ,    83.672
  -33.047 ,    83.672
  -32.871 ,    83.672
  -32.695 ,    83.672
  -32.520 ,    83.672
  -32.344 ,    83.672
  -32.168 ,    83.672
  -31.992 ,    83.672
  -31.816 ,    83.672
  -31.641 ,    83.672
  -31.465 ,    83.672
  -31.289 ,    83.672
  -31.113 ,    83.672
  -30.938 ,    83.672
  -30.762 ,    83.672
  -30.586 ,    83.672
  -30.410 ,    83.672
  -30.234 ,    83.672
  -30.059 ,    83.672
  -29.883 ,    83.672
  -29.707 ,    83.672
  -29.531 ,    83.672
  -29.355 ,    83.672
  -29.180 ,    83.672
  -29.004 ,    83.672
  -28.828 ,    83.672
  -28.652 ,    83.672
  -39.023 ,    83.496
  -38.848 ,    83.496
  -38.672 ,    83.496
  -38.496 ,    83.496
  -38.320 ,    83.496
  -38.145 ,    83.496
  -37.969 ,    83.496
  -37.793 ,    83.496
  -37.617 ,    83.496
  -37.441 ,    83.496
  -37.266 ,    83.496
  -37.090 ,    83.496
  -36.914 ,    83.496
  -36.738 ,    83.496
  -36.562 ,    83.496
  -34.102 ,    83.496
  -33.926 ,    83.496
  -33.750 ,    83.496
  -29.355 ,    83.496
  -29.180 ,    83.496
  -29.004 ,    83.496
  -28.828 ,    83.496
  -28.652 ,    83.496
  -28.477 ,    83.496
  -28.301 ,    83.496
  -28.125 ,    83.496
  -27.949 ,    83.496
  -27.773 ,    83.496
  -27.598 ,    83.496
  -27.422 ,    83.496
  -27.246 ,    83.496
  -27.070 ,    83.496
  -26.895 ,    83.496
  -26.719 ,    83.496
  -26.543 ,    83.496
  -26.367 ,    83.496
  -26.191 ,    83.496
  -26.016 ,    83.496
  -25.840 ,    83.496
  -45.527 ,    83.320
  -45.352 ,    83.320
  -45.176 ,    83.320
  -44.824 ,    83.320
  -44.648 ,    83.320
  -44.473 ,    83.320
  -44.297 ,    83.320
  -44.121 ,    83.320
  -43.945 ,    83.320
  -43.770 ,    83.320
  -43.594 ,    83.320
  -43.418 ,    83.320
  -43.242 ,    83.320
  -43.066 ,    83.320
  -42.891 ,    83.320
  -42.715 ,    83.320
  -42.539 ,    83.320
  -42.363 ,    83.320
  -42.188 ,    83.320
  -42.012 ,    83.320
  -41.836 ,    83.320
  -39.023 ,    83.320
  -38.848 ,    83.320
  -38.672 ,    83.320
  -38.496 ,    83.320
  -38.320 ,    83.320
  -38.145 ,    83.320
  -37.969 ,    83.320
  -37.793 ,    83.320
  -37.617 ,    83.320
  -37.441 ,    83.320
  -37.266 ,    83.320
  -37.090 ,    83.320
  -36.914 ,    83.320
  -33.574 ,    83.320
  -33.398 ,    83.320
  -30.762 ,    83.320
  -30.586 ,    83.320
  -30.410 ,    83.320
  -30.234 ,    83.320
  -30.059 ,    83.320
  -29.883 ,    83.320
  -29.707 ,    83.320
  -29.531 ,    83.320
  -29.355 ,    83.320
  -29.180 ,    83.320
  -29.004 ,    83.320
  -28.828 ,    83.320
  -28.652 ,    83.320
  -28.477 ,    83.320
  -28.301 ,    83.320
  -27.070 ,    83.320
  -26.895 ,    83.320
  -26.719 ,    83.320
  -26.543 ,    83.320
  -26.367 ,    83.320
  -26.191 ,    83.320
  -26.016 ,    83.320
  -25.840 ,    83.320
  -25.664 ,    83.320
  -25.488 ,    83.320
  -25.312 ,    83.320
  -25.137 ,    83.320
  -24.961 ,    83.320
  -79.629 ,    83.145
  -79.453 ,    83.145
  -77.520 ,    83.145
  -77.344 ,    83.145
  -77.168 ,    83.145
  -76.992 ,    83.145
  -76.816 ,    83.145
  -76.641 ,    83.145
  -76.465 ,    83.145
  -76.289 ,    83.145
  -76.113 ,    83.145
  -75.938 ,    83.145
  -75.762 ,    83.145
  -75.586 ,    83.145
  -75.410 ,    83.145
  -75.234 ,    83.145
  -75.059 ,    83.145
  -74.883 ,    83.145
  -74.707 ,    83.145
  -74.531 ,    83.145
  -74.355 ,    83.145
  -74.180 ,    83.145
  -73.477 ,    83.145
  -73.301 ,    83.145
  -73.125 ,    83.145
  -72.949 ,    83.145
  -72.773 ,    83.145
  -72.598 ,    83.145
  -72.422 ,    83.145
  -72.246 ,    83.145
  -72.070 ,    83.145
  -71.895 ,    83.145
  -71.719 ,    83.145
  -71.543 ,    83.145
  -71.367 ,    83.145
  -71.191 ,    83.145
  -71.016 ,    83.145
  -70.840 ,    83.145
  -70.664 ,    83.145
  -70.488 ,    83.145
  -70.312 ,    83.145
  -70.137 ,    83.145
  -69.961 ,    83.145
  -69.785 ,    83.145
  -69.609 ,    83.145
  -69.434 ,    83.145
  -69.258 ,    83.145
  -69.082 ,    83.145
  -68.906 ,    83.145
  -68.730 ,    83.145
  -68.555 ,    83.145
  -68.379 ,    83.145
  -68.203 ,    83.145
  -67.676 ,    83.145
  -46.758 ,    83.145
  -46.582 ,    83.145
  -46.406 ,    83.145
  -46.230 ,    83.145
  -46.055 ,    83.145
  -45.879 ,    83.145
  -45.703 ,    83.145
  -45.527 ,    83.145
  -45.352 ,    83.145
  -45.176 ,    83.145
  -45.000 ,    83.145
  -44.824 ,    83.145
  -44.648 ,    83.145
  -44.121 ,    83.145
  -43.945 ,    83.145
  -43.770 ,    83.145
  -43.594 ,    83.145
  -43.418 ,    83.145
  -43.242 ,    83.145
  -43.066 ,    83.145
  -42.891 ,    83.145
  -42.012 ,    83.145
  -41.836 ,    83.145
  -41.660 ,    83.145
  -41.484 ,    83.145
  -41.309 ,    83.145
  -41.133 ,    83.145
  -40.957 ,    83.145
  -40.781 ,    83.145
  -40.605 ,    83.145
  -39.199 ,    83.145
  -39.023 ,    83.145
  -38.848 ,    83.145
  -38.672 ,    83.145
  -38.496 ,    83.145
  -38.320 ,    83.145
  -38.145 ,    83.145
  -37.969 ,    83.145
  -37.793 ,    83.145
  -37.617 ,    83.145
  -37.441 ,    83.145
  -37.266 ,    83.145
  -37.090 ,    83.145
  -36.914 ,    83.145
  -33.750 ,    83.145
  -33.574 ,    83.145
  -33.398 ,    83.145
  -33.223 ,    83.145
  -33.047 ,    83.145
  -32.871 ,    83.145
  -32.695 ,    83.145
  -32.520 ,    83.145
  -32.344 ,    83.145
  -32.168 ,    83.145
  -31.992 ,    83.145
  -31.816 ,    83.145
  -31.641 ,    83.145
  -31.465 ,    83.145
  -31.289 ,    83.145
  -31.113 ,    83.145
  -30.938 ,    83.145
  -30.762 ,    83.145
  -30.586 ,    83.145
  -30.410 ,    83.145
  -30.234 ,    83.145
  -30.059 ,    83.145
  -29.883 ,    83.145
  -29.707 ,    83.145
  -29.531 ,    83.145
  -29.355 ,    83.145
  -29.180 ,    83.145
  -29.004 ,    83.145
  -28.828 ,    83.145
  -28.652 ,    83.145
  -28.477 ,    83.145
  -28.301 ,    83.145
  -28.125 ,    83.145
  -27.949 ,    83.145
  -27.773 ,    83.145
  -27.598 ,    83.145
  -27.422 ,    83.145
  -27.246 ,    83.145
  -27.070 ,    83.145
  -26.895 ,    83.145
  -26.719 ,    83.145
  -26.543 ,    83.145
  -26.367 ,    83.145
  -26.191 ,    83.145
  -26.016 ,    83.145
  -25.840 ,    83.145
  -25.664 ,    83.145
  -25.137 ,    83.145
  -24.961 ,    83.145
  -24.785 ,    83.145
  -81.738 ,    82.969
  -81.562 ,    82.969
  -81.387 ,    82.969
  -81.211 ,    82.969
  -81.035 ,    82.969
  -80.859 ,    82.969
  -80.684 ,    82.969
  -80.508 ,    82.969
  -80.332 ,    82.969
  -80.156 ,    82.969
  -79.980 ,    82.969
  -79.805 ,    82.969
  -79.629 ,    82.969
  -79.453 ,    82.969
  -79.277 ,    82.969
  -79.102 ,    82.969
  -78.926 ,    82.969
