8.622622,310.514111,1.563457
8.624332,327.591812,1.603740
8.626046,344.174874,1.644235
8.627752,350.412634,1.684811
8.629457,351.868125,1.725585
8.631162,335.717739,1.766395
8.632863,318.983210,1.807321
8.634562,299.429174,1.848134
8.636261,282.824657,1.888916
8.637955,273.829640,1.929433
8.639650,271.914488,1.969826
8.641345,280.092044,2.009930
8.643039,293.881522,2.049955
8.644723,309.039184,2.089811
8.646413,328.202510,2.129751
8.648104,342.454798,2.169679
8.649782,352.131596,2.209800
8.651471,348.940521,2.249988
8.653157,336.051451,2.290354
8.654843,315.529251,2.330684
8.656516,295.817041,2.371076
8.658201,279.496895,2.411280
8.659884,272.169151,2.451391
8.661552,272.683391,2.491183
8.663235,278.502359,2.530827
8.664916,292.678057,2.570193
8.666596,311.207912,2.609513
8.668262,328.900967,2.648709
8.669942,345.237555,2.688038
8.671621,349.289220,2.727405
8.673299,354.810036,2.767001
8.674963,339.255815,2.806636
8.676641,320.914358,2.846455
8.678318,300.785239,2.886202
8.679980,285.148848,2.925959
8.681657,275.711887,2.965476
8.683333,275.844637,3.004878
8.685009,282.548631,3.043980
8.686671,296.518043,3.082968
8.688346,311.661850,3.121728
8.690022,328.513218,3.160499
8.691696,342.582431,3.199225
8.693358,353.558008,3.238125
8.695032,351.475669,3.277060
8.696706,347.834353,3.316215
8.698381,328.831724,3.355409
8.700044,307.936299,3.394751
8.701717,291.866055,3.433977
8.703391,281.134753,3.473181
8.705065,277.669885,3.512132
8.706728,281.884034,3.550967
8.708402,293.131947,3.568697
8.710076,308.606470,3.585947
8.711739,324.377865,3.602542
8.713413,340.137487,3.618836
8.715087,349.514001,3.634629
8.716760,355.102294,3.650312
8.718426,345.433043,3.665657
8.720099,334.483393,3.680952
8.721772,314.769823,3.695857
8.723446,295.961420,3.710521
8.725112,285.284516,3.724563
8.726786,276.998497,3.738142
8.728459,283.017758,3.750905
8.730132,292.421532,3.763116
8.731800,306.038430,3.774550
8.733473,322.243725,3.785545
8.735146,335.162178,3.795918
8.736818,352.326391,3.806026
8.738490,353.081724,3.815718
8.740159,352.747005,3.825310
8.741831,341.308310,3.834594
8.743504,327.088299,3.843798
8.745175,307.349112,3.852601
8.746844,292.806373,3.861159
8.748515,287.099854,3.869076
8.750187,283.664662,3.876558
8.751858,289.876708,3.883266
8.753527,302.852042,3.889477
8.755198,316.380348,3.894997
8.756868,331.946753,3.900102
8.758538,343.638919,3.904646
8.760207,352.622275,3.908917
8.761876,354.751307,3.912804
8.763546,346.913568,3.916561
8.765215,329.940557,3.919965
8.766884,314.819197,3.923211
8.768552,300.792434,3.926022
8.770220,290.325403,3.928567
8.771888,286.818532,3.930478
8.773555,290.491434,3.931963
8.775222,298.680917,3.932714
8.776888,312.408942,3.933041
8.778556,324.658352,3.932733
8.780222,341.077949,3.932065
8.781887,349.427303,3.930895
8.783552,357.049311,3.929514
8.785217,351.669282,3.927727
8.786881,340.088896,3.925810
8.788546,326.711330,3.923522
8.790209,306.336609,3.921070
8.791873,291.512712,3.918176
8.793536,282.999617,3.915423
8.795198,285.568941,3.912340
8.796860,293.420453,3.909218
8.798521,304.532254,3.905774
8.800182,320.228908,3.902301
8.801843,334.920463,3.898580
8.803503,348.110835,3.895001
8.805161,354.871853,3.891354
8.806821,358.667826,3.888025
8.808479,349.477896,3.884740
8.810138,337.227856,3.881855
8.811795,322.030380,3.879029
8.813451,307.062289,3.876562
8.815107,296.261462,3.873989
8.816763,290.790315,3.871577
8.818418,290.291355,3.868924
8.820074,299.668064,3.866309
8.821726,311.256423,3.863425
8.823380,324.665580,3.860645
8.825033,341.044117,3.857693
8.826685,352.715434,3.854974
8.828337,356.521143,3.852250
8.829985,358.190091,3.849904
8.831636,346.339829,3.847626
8.833287,334.457285,3.845701
8.834935,319.943273,3.843765
8.836585,302.500022,3.842059
8.838228,290.320869,3.840155
8.839876,286.313321,3.838336
8.841523,289.054334,3.836209
8.843169,298.446637,3.834141
8.844815,312.035986,3.831800
8.846454,328.439313,3.829638
8.848099,342.885016,3.827377
8.849743,355.180959,3.825433
8.851386,359.531709,3.823530
8.853028,361.754042,3.821995
8.854662,349.457274,3.820496
8.856303,332.549453,3.819289
8.857943,314.899242,3.817975
8.859583,297.405219,3.816760
8.861222,289.424216,3.815254
8.862860,284.500473,3.813786
8.864488,290.597752,3.812029
8.866125,298.518302,3.810350
8.867761,313.475044,3.808486
8.869396,328.074544,3.806857
8.871031,343.075380,3.805213
8.872653,357.130344,3.803923
8.874287,363.019126,3.802700
8.875919,364.850720,3.801853
8.877551,351.606607,3.801015
8.879183,336.102949,3.800424
8.880813,318.202703,3.799686
8.882430,301.576656,3.799067
8.884058,291.369672,3.798134
8.885687,284.719593,3.797216
8.887314,289.924932,3.795932
8.888941,296.648765,3.794737
8.890553,309.418638,3.793389
8.892178,325.382304,3.792315
8.893802,340.566596,3.791252
8.895427,357.288202,3.790592
8.897050,365.107106,3.790009
8.898673,369.614122,3.789801
8.900279,357.101487,3.789603
8.901900,344.199713,3.789642
8.903521,324.676046,3.789520
8.905141,305.740898,3.789457
8.906761,291.359164,3.789034
8.908380,283.413317,3.788536
8.909980,284.032264,3.787644
8.911598,290.291088,3.786791
8.913215,301.320304,3.785712
8.914832,316.969461,3.784900
8.916447,334.555596,3.784043
8.918063,353.242225,3.783571
8.919659,363.883381,3.783161
8.921272,372.081427,3.783097
8.922887,366.251710,3.783072
8.924500,353.354729,3.783279
8.926112,333.149383,3.783386
8.927724,314.148791,3.783534
8.929336,296.267027,3.783378
8.930927,285.007121,3.783141
8.932538,283.938766,3.782528
8.934149,288.102047,3.781894
8.935758,299.987525,3.780996
8.937368,313.043673,3.780294
8.938977,330.828136,3.779530
8.940565,349.049942,3.779128
8.942174,362.713324,3.778734
8.943782,373.406020,3.778657
8.945390,371.174984,3.778568
8.946997,363.179228,3.778691
8.948603,345.872632,3.778650
8.950210,325.417978,3.778701
8.951798,306.800515,3.778443
8.953404,290.357255,3.778133
8.955009,282.942975,3.777420
8.956615,281.830248,3.776658
8.958221,289.140512,3.775552
8.959825,301.444894,3.774593
8.961431,317.196461,3.773485
8.963018,334.238411,3.772593
8.964623,352.026806,3.771673
8.966227,366.118261,3.771004
8.967832,372.462824,3.770283
8.969437,370.907752,3.769750
8.971041,352.091469,3.769099
8.972646,335.283349,3.768562
8.974235,315.874253,3.767752
8.975839,293.407154,3.766902
8.977445,285.525998,3.765587
8.979049,278.535956,3.764191
8.980654,281.528207,3.762383
8.982259,289.620851,3.760582
8.983863,307.039089,3.758501
8.985456,321.796624,3.756584
8.987061,344.032125,3.754539
8.988666,359.313201,3.752745
8.990271,367.713335,3.750895
8.991877,374.259582,3.749246
8.993483,365.148626,3.747487
8.995089,354.207163,3.745860
8.996694,332.806785,3.744040
8.998292,313.068539,3.742242
8.999898,297.191597,3.740124
9.001505,284.483409,3.737960
9.003112,281.726373,3.735384
9.004719,287.371579,3.732788
9.006327,296.536599,3.729894
9.007934,311.937594,3.727100
9.009542,329.191369,3.724088
9.011145,346.576101,3.721296
9.012754,359.323078,3.718415
9.014363,370.565778,3.715748
9.015971,370.770280,3.713002
9.017581,363.953041,3.710428
9.019190,348.851859,3.707708
9.020799,330.483807,3.705088
9.022409,312.445483,3.702237
9.024020,295.782879,3.699415
9.025631,286.634406,3.696269
9.027242,284.722130,3.693061
9.028853,291.953939,3.689473
9.030464,299.477997,3.685844
9.032075,316.867521,3.681952
9.033687,332.925489,3.678168
9.035299,349.753445,3.674253
9.036911,363.002645,3.670110
9.038531,367.848960,3.665904
9.040143,372.544024,3.661918
9.041757,360.775083,3.657859
9.043370,348.481095,3.653987
9.044984,328.779864,3.649962
9.046597,309.798151,3.646045
9.048212,298.712900,3.641862
9.049826,290.447616,3.637684
9.051440,286.445106,3.633143
9.053067,293.604889,3.628513
9.054682,303.865397,3.623518
9.056297,317.844456,3.618528
9.057913,332.607248,3.613301
9.059528,350.714810,3.608226
9.061143,361.182281,3.603069
9.062759,370.797921,3.598139
9.064375,367.495722,3.593195
9.065992,361.180439,3.588495
9.067607,346.811144,3.583758
9.069240,331.721806,3.579236
9.070857,313.672084,3.574612
9.072474,300.421602,3.570093
9.074090,292.566698,3.565258
9.075707,292.529861,3.560390
9.077324,298.087063,3.555108
9.078940,306.178563,3.549795
9.080557,321.830629,3.544147
9.082174,338.263744,3.538562
9.083791,349.931638,3.532810
9.085428,364.062104,3.527249
9.087045,369.204171,3.521673
9.088661,368.616978,3.516377
9.090278,362.680844,3.511134
9.091895,346.278736,3.506185
9.093510,329.521409,3.501267
9.095127,311.678164,3.496568
9.096743,300.419999,3.491726
9.098359,292.997892,3.486920
9.099974,295.885544,3.481777
9.101590,300.198139,3.476566
9.103229,310.297685,3.470975
9.104844,323.316126,3.465346
9.106458,339.611890,3.459471
9.108074,354.363534,3.453731
9.109688,364.073006,3.447934
9.111302,370.294652,3.442455
9.112916,365.521395,3.437037
9.114530,358.773612,3.432024
9.116143,345.647856,3.427128
9.117756,327.946862,3.422606
9.119369,311.660198,3.418070
9.120981,299.486783,3.413745
9.122617,294.460841,3.409187
9.124229,294.829723,3.404647
9.125840,297.930562,3.399775
9.127451,309.367183,3.394811
9.129061,320.920273,3.389540
9.130672,337.053710,3.384261
9.132281,349.699547,3.378817
9.133890,362.878293,3.373559
9.135499,367.430777,3.368310
9.137107,366.553669,3.363451
9.138716,356.691258,3.358750
9.140323,347.021284,3.354569
9.141930,328.658494,3.350545
9.143537,312.912755,3.346920
9.145166,300.167393,3.343263
9.146772,293.157299,3.339782
9.148377,291.658118,3.336041
9.149981,295.743723,3.332279
9.151586,306.583137,3.328146
9.153189,320.675902,3.323948
9.154792,333.081823,3.319500
9.156394,349.097054,3.315097
9.157997,358.823798,3.310586
9.159598,367.049098,3.306305
9.161199,367.185743,3.302097
9.162799,362.167347,3.298311
9.164399,346.509885,3.294738
9.165999,331.746127,3.291655
9.167597,313.687559,3.288709
9.169216,300.387730,3.286063
9.170813,290.969138,3.283329
9.172409,289.135960,3.280702
9.174006,291.684515,3.277754
9.175602,299.845443,3.274756
9.177197,309.610316,3.271427
9.178791,326.305281,3.268045
9.180385,341.571031,3.264429
9.181978,357.369074,3.260903
9.183571,363.519672,3.257333
9.185163,367.602474,3.254053
9.186754,362.382999,3.250904
9.188346,352.237072,3.248209
9.189936,335.574702,3.245737
9.191525,319.088761,3.243730
9.193114,303.604940,3.241846
9.194703,290.600198,3.240216
9.196290,283.453912,3.238431
9.197892,282.834707,3.236666
9.199478,288.495275,3.235455
9.201064,300.122516,3.234173
9.202649,312.804374,3.232572
9.204233,329.904821,3.230953
9.205817,343.889893,3.229137
9.207401,358.955560,3.227470
9.208983,363.642212,3.225789
9.210565,367.975081,3.224435
9.212146,357.356076,3.223242
9.213726,347.045542,3.222482
9.215306,326.820011,3.221918
9.216885,312.124003,3.221767
9.218465,294.320747,3.221652
9.220042,281.508624,3.221743
9.221620,277.117776,3.221617
9.223197,277.921668,3.221464
9.224773,286.203831,3.220977
9.226348,297.100366,3.220396
9.227923,311.738102,3.219541
9.229498,329.700441,3.218676
9.231071,343.885702,3.217682
9.232644,358.154906,3.216834
9.234225,362.977161,3.216003
9.235797,367.827598,3.215506
9.237368,358.540766,3.215158
9.238938,345.546097,3.215224
9.240508,324.532075,3.215391
9.242077,305.453558,3.215896
9.243646,287.739604,3.216339
9.245214,275.790420,3.216938
9.246782,272.851983,3.217276
9.248349,274.682957,3.217570
9.249915,282.000462,3.217513
9.251481,292.771896,3.217366
9.253047,309.009623,3.216941
9.254611,326.597784,3.216533
9.256175,342.238022,3.216020
9.257740,356.224296,3.215681
9.259302,365.219318,3.215392
9.260865,364.925038,3.215428
9.262428,354.756243,3.215583
9.263989,340.799772,3.216079
9.265551,322.692590,3.216657
9.267111,300.621828,3.217486
9.268672,282.863388,3.218191
9.270232,270.970839,3.218936
9.271790,267.170272,3.219357
9.273349,268.764968,3.219692
9.274908,277.460360,3.219640
9.276466,288.695314,3.219497
9.278023,305.676424,3.219070
9.279581,322.462563,3.218700
9.281138,339.125164,3.218235
9.282694,351.946841,3.217983
9.284250,360.759556,3.217751
9.285805,365.499049,3.217791
9.287361,359.225210,3.217923
9.288916,344.800254,3.218324
9.290471,323.340307,3.218744
9.292028,300.934402,3.219321
9.293582,285.733252,3.219719
9.295136,272.350553,3.220120
9.296689,269.663827,3.220173
9.298243,266.576040,3.220130
9.299795,273.130277,3.219648
9.301348,281.311702,3.219072
9.302900,296.889900,3.218184
9.304453,311.905072,3.217326
9.306005,331.442976,3.216330
9.307557,347.248471,3.215517
9.309108,360.039094,3.214706
9.310661,364.025065,3.214174
9.312212,362.039298,3.213671
9.313763,349.678440,3.213384
9.315314,331.730065,3.213077
9.316865,310.940922,3.212887
9.318417,293.413742,3.212535
9.319968,279.315548,3.212193
9.321519,270.004136,3.211542
9.323069,267.886388,3.210798
9.324621,274.322992,3.209721
9.326171,282.128407,3.208583
9.327723,294.687320,3.207206
9.329274,311.938956,3.205880
9.330825,329.015064,3.204434
9.332377,346.723015,3.203171
9.333928,357.724666,3.201885
9.335479,364.726142,3.200812
9.337030,360.592197,3.199749
9.338583,354.934584,3.198885
9.340135,337.940684,3.197983
9.341687,320.621462,3.197186
9.343239,300.717714,3.196221
9.344791,283.941929,3.195266
9.346345,272.807996,3.194005
9.347897,270.849863,3.192674
9.349451,270.932849,3.191002
9.351005,277.690700,3.189267
9.352558,293.345015,3.187291
9.354113,306.545392,3.185390
9.355666,320.640463,3.183388
9.357222,336.764275,3.181107
9.358777,349.399476,3.178792
9.360332,359.962349,3.176663
9.361888,363.160253,3.174502
9.363445,358.871404,3.172493
9.365000,347.301981,3.170397
9.366558,327.416869,3.168397
9.368115,309.474256,3.166222
9.369672,291.403085,3.164052
9.371231,282.150101,3.161635
9.372789,275.059750,3.159185
9.374348,273.524354,3.156435
9.375907,276.483471,3.153692
9.377467,288.704926,3.150713
9.379026,299.234344,3.147857
